,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
635, on 10/13/17 10:52 AM (PDT),Lane ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Nothing Perfect in this World," We took delivery of our '17 Platinum AWD Armada the end of July, 2017 for an OTD price of $57,9. I have had a few months to live with it and have several gripes. The leather used for the steering wheel, door and center console armrests seems very thin. I cannot imagine that it will hold up very well. The rear passenger doors close with a very tiny sound that makes them sound very thin and cheap. Factory floor mats are the thinnest I have ever encountered. Both the carpet and rubber backing seems uber cheap. When you push and release the brake pedal it sounds loud (hard plastic noise?) like they forgot a rubber damper to deaden the sound. The biggest knock I have is that there is a buzzing vibration when the engine gets to 3k RPM. This vibration is felt through the pedals, steering wheel and seat and stops at 3500RPM. When I took the tech with me to demonstrate, he could feel it in the passenger seat. Really annoying but dealer claims ""that they all do it"". I feel like the tranny shifts odd for a big V8. At slower speeds it almost makes it feel like a V6. Once you stomp on it, it moves very well aside from the 3k vibration issue. Stomp on it too much and the penalty will be extreme reduction in an already sad MPG rating. Around town is 12ish. Freeway driving at 70 mph can yield close to 18. Bump up to 85 and your looking at 15 mpg. Had cause to use the seat heaters this week and at least with the driver seat, it was either blazing hot or off. Gonna have it looked at. The seat cooling works fine but nothing to gloat over. The thing looks great and the interior looks very luxurious and gets lots of compliments from guests. We have captain chair configuration and think it adds to the refinement feel. Ours came with the extra USB ports in the rear of the center console and they are great. The auto climate control is not the best that I have seen. I wish it was more consistent. The fan for the rear is pretty loud. Overall, I like it but was a little disappointed in the quality of some of the items. The vibration issue is something that is hard to live with and I will be escalating my concerns until it gets resolved. At this price, I suppose there are some compromises but I do feel that the previous generation Armadas felt more solid and possibly drove better.",4
636, on 08/07/17 17:15 PM (PDT),Gary Smith ,2017 Nissan Armada  Platinum 4dr SUV (5.6L 8cyl 7A),Styling outshines competition, Great looks and heavy duty performance,5
637, on 07/27/17 22:11 PM (PDT),Ben ,2017 Nissan Armada  SL 4dr SUV (5.6L 8cyl 7A),Great Full Size SUV," Very spacious interior, seats 8, powerful engine and great towing capacity in its class.",5
638, on 07/22/17 14:40 PM (PDT),Larry ,2017 Nissan Armada  SL 4dr SUV 4WD (5.6L 8cyl 7A),the most room," A comparison of full size luxury SUVs shows the 2017 Nissan Armada to be the best, especially for comfort and affordability.    I particularly like the driver seat/front console configuration which allows for more room than any of the competition.   It has significant luggage room and great space both in the front and back seat which places this SUV at the top of the luxury list.   It is roomier in the front than any of the others save the Infinity which is its more expensive twin.     Room for improvement include 1) on acceleration  ...the way it is geared causes it to rev a little too much, 2) the headlight adjustment finds the dim lights pointed a little low for my tastes and 3) as a technophobe, I'd prefer better instructions with regard to understanding the electronics.   That said, on the whole, this car, (which uses regular gas) is a delight to own and drive!",5
639, on 07/04/17 07:34 AM (PDT),CAR-GUY ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),NEW ARMADA IS THE DEAL OF THE DAY!," We were looking for a BIG SUV for awhile.  Looked at both new and used GMC Denali, Escalade, VW Touareg, AUDI Q5 and QX80.  Some of the prices are just outrageous.  Saw this Executive Driven (had 4,000 miles on it) Armada Platinum and was totally impressed in the fit and finish as well as the ride.  The interior is really high-end. Exterior color - Copper Red - VERY rich metallic.  You do not think you are sitting in a NISSAN and my wife compared it to the quality of an Audi, Escalade, and Denali.  No difference than the QX-80 except in price AND gas requirement  (same engine - 390HP (regular) for the Armada, 410HP (Premium) for the QX-80).  Traded in a 2008 Mazda CX-7 that needed Premium gas (averaged about19MPG vs, the ARMADA at 16.2MPH w/ regular). When you compare SUVs needing Premium instead of Regular, the ARMADA is actually cheaper to run than the smaller CX-7 was.  Same goes for ANY SUVs you compare it with.  For only 20HP more, the QX-80 needs to burn premium. You will NOT notice a 20HP difference.  SO, it is not worth the added $28,000 sticker price (or 60-80 cent price difference in gas grades). List sticker on the Platinum was a little over $63,000. Same loaded QX-80 $91,000+. Denalis and Escalades cost even more money and I do not see paying the premium for them.  As the title says, it is The Deal of the Day.  Rides well and I am impressed with the pick-up and interior quality on it (other car is a Bentley Flying Spur).  If you need the extra towing capacity (8500 pounds), everything is standard - so are bigger brakepads, heavier suspension, etc. comes with it. If you don't tow, you still get the added heavy-duty parts.(no optional Tow package - everything is standard and that should add to resale value later when you sell).ALSO - got the extended warranty from NISSAN to go to 10 year, 120,000 miles.  If you are going to keep the SUV for awhile, this is a great investment.  It covers everything - except the usual wear-and-tear items - tires, etc.  (it is transferable - again, think added resale value). To me, great package - and we usually keep our cars a long time.  Had several Nissans before this (2 300ZXs, Axxess, and Maxima)  This truck is based on the NISSAN Patrol which is sold internationally and used by the UN Peacekeeping Forces. (solid).  Although built in Japan, the V8 engine is built in Tennessee (American-made), so you ARE buying best of both worlds.  If you are looking to buy the most you can for your money - this is it!  Unless you need to say you are driving an Infiniti QX-80 to impress your friends AND pay a lot more at the gas pump.UPDATE- after 20,000 Miles - Great choice.  Let me say it again, GREAT choice.  Saving money by not having to pump Premium into it.  Rides very well, just changed out Brake Fluids with another Oil Change and rotated tires. Many people think it's a QX-80 - Save your money and just buy the Armada Platinum.  Went to Dealer and was treated very nicely. This is the best Nissan offers.  Glad we waited til this platform (*based on the Nissan Patrol) came out. Wife enjoys driving it (she is five foot) and is very comfortable in handling it.  No buyer's remorse here. An EXCELLENT buy.UPDATE - Checking in at over 31,400 miles - NO repairs.  Oil and Filter changes have been only maintenance, plus tire rotation, a new cabin air filter and change of brake fluids.  Using some of the technology more.  The GPS map is always good to flick on to  follow what roads you are on and what major intersections are coming up.  Getting a little better gas mileage - 16.4 - 16.8 MPG.  Putting in mid-range gas every 3-4 fill-ups.   Thinking about getting an Exec-Driven Nissan Altima 3.5L.  (a HOT car for the money) for an additional car because all the controls/ screen on it are the same.  Will be keeping the Nissan Armada for a LONG time.",5
640, on 05/22/17 11:08 AM (PDT),Javier Solis ,2017 Nissan Armada  SL 4dr SUV 4WD (5.6L 8cyl 7A),Ride On, Spacious and great technology package.,4
641, on 04/24/17 12:33 PM (PDT),J Leon ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),"Great looking SUV, questionable quality"," I evaluated a Yukon Denali and couldn't justify the 14K extra that was going to cost.  I have bought GM products in the past and have not been pleased with the fit and finish, trim pieces falling off, leaks, electronics that stop working, etc.   I am towing a trailer so need maximum towing capacity, so Armada seemed like the right choice.    I liked the look and interior of the Armada.  After having driven for a while there has been some issues.  The interior lighting had a broken ground wire, the radio keep rebooting itself, the transmission kept losing power under acceleration.  The last two required a software update from the dealer so remains to be seen whether I will encounter the issue again.  The dealer has been good, but a car that is nearly $60K should not have issues like this.",3
642, on 04/13/17 06:23 AM (PDT),Dale Katko ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Large limo, Quiet and comfortable.  Big and you will use the running boards.,5
643, on 04/10/17 10:00 AM (PDT),Lee Neill ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),Aramada, Great suv,5
644, on 02/11/17 12:23 PM (PST),Robert ,2017 Nissan Armada  Platinum 4dr SUV (5.6L 8cyl 7A),Very Pleased," Great looking SUV with a great ride.  Acceleration is very fast...and it runs very quite on the road.  Of the large SUV's, to me it is the sharpest looking.  Also, for all the amenities you get in the Platinum Armada, value wise it is pretty good.  I have had it two months...and overall very satisfied.  I got the bucket seats in the middle row...and it is fantastic for the kids.Update, all good.  Runs great and have not had one single problem.  Very comfortable, powerful ride.  The platinum model is the way to go....looks great.Update, now up to 34k miles.  Runs great.  Only thing I changed out early were the tires to Michelin's, I just prefer them.  Friends/family who ride in the vehicle  always give compliments on the ride, power, and looks.  Not one thing has gone wrong.",5
645, on 01/19/17 08:21 AM (PST),John Larsen ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),First Year, Owned the Armada for a year and happy so far.,5
646, on 01/02/17 20:57 PM (PST),Tolson ,2017 Nissan Armada  Platinum 4dr SUV 4WD (5.6L 8cyl 7A),The New Armada is a Beast!!  In a Good Way!!!," Tows my 7,000 boat and gear w no problems.  Solid and smooth. The self leveling rear end works great.  The safety nannies are awesome. The AC is awesome in the 110 plus degree heat in Phoenix. I shopped the GMC Yukon Denali against this new Armada.  It's a much better value than the Denali.  After test driving 3 new Denalis and finding vibration in all 3 I switched to looking at this new Armada..  The main reasons I purchased the Armada are 1) better value for the money   2) No vibrations, smooth, powerful and really tight - no rattles/noises   3) Nice looking and different than the typical GM or Ford form factors  4) 9+ inches ground clearance  5) All the safety technology  6) like the rear heater/AC venting in the back better....Well I traded this in for a truck. But after a year of ownership I would buy another one.  It’s far and above any GM or Ford product despite the media’s reviews of it.  Go drive one yourself.",5
